"","MOCP_0110:ara:0.50000%:PA14_c26:270min:A","MOCP_0110:ara:0.12500%:PA14_c26:270min:A","MOCP_0110:ara:0.03125%:PA14_c26:270min:A","MOCP_0110:ara:0.00000%:PA14_c26:270min:A","MOCP_0110:ara:0.50000%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.12500%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.03125%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.00000%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.50000%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.12500%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.03125%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.00000%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.50000%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.12500%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.03125%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.00000%:PA14_lpxC_c165:270min:A"
"PA14_39990",0.1174,-0.2435,1.1379,-0.508,1.2106,-0.2649,2.8117,0.588,3.1665,2.8045,1.5798,4.4734,3.669,3.7211,2.7699,4.0551
"PA14_40010",0.1875,-0.1633,1.3911,-0.0437,0.564,0.3844,-0.3378,-1.4915,0.541,0.1343,-0.3421,1.2343,1.1654,0.0307,0.2917,1.4173
"PA14_40020",0.2886,-0.2641,2.0656,-0.9077,-0.0801,0.551,0.4716,0.0279,0.5769,1.3769,0.4103,0.4701,0.6386,1.359,0.8251,1.2882
"PA14_40030",1.1326,0.1943,1.6044,-0.3711,0.1476,-1.2056,-0.5175,-0.2715,1.8205,2.2104,0.3083,2.5959,3.2443,1.4739,2.5966,1.7395
"PA14_40040",2.0955,1.8723,-0.2739,-0.0233,-0.0188,1.9106,-0.6346,1.8623,3.6623,3.3371,2.5369,2.1076,3.8951,3.7792,0.6095,6.385
"PA14_40050",0.3406,-1.0445,0.757,-0.332,3.4806,3.2447,-1.4816,2.8457,9.1401,3.3978,3.6566,7.4913,6.7947,3.9704,3.205,6.9268
"PA14_40060",0.5576,0.1195,1.1135,0.3976,-0.9845,-0.6716,0.5934,-0.2727,0.2208,0.4106,0.9082,0.915,1.176,1.3205,-0.1897,0.4538
"PA14_40070",0.5384,0.4736,0.6679,-0.0865,0.5589,0.2926,-0.2502,0.3842,0.518,1.8125,1.1462,1.169,-0.6716,0.8351,-0.1582,1.664
"PA14_40080",0.2078,-0.3824,0.7902,-0.2751,-0.7598,-1.6103,-0.7472,0.2754,3.2147,4.033,4.9177,2.3131,1.5755,2.2948,2.5306,1.6931
"PA14_40100",1.8865,-0.7313,-0.0163,-0.9045,4.249,2.6301,1.1033,1.2292,5.8688,5.3342,4.4747,3.4605,6.8507,5.1431,5.322,4.0599
"PA14_40110",1.3412,0.0701,0.0922,-0.809,2.92,2.0725,1.7691,1.7607,3.7337,3.8826,2.8594,3.706,4.3172,3.3351,3.9097,2.9113
"PA14_40120",0.7031,-0.785,-0.9844,-0.6145,0.5732,0.4933,1.395,-1.0036,1.0569,0.4126,-0.481,0.0196,0.6735,0.6044,-0.6628,1.0979
"PA14_40130",0.3468,-0.2685,-0.152,-1.3365,-0.1613,-0.1399,0.3965,0.329,2.5495,1.4396,0.6362,1.242,2.258,2.4321,0.0626,2.1055
"PA14_40150",-0.0133,0.9662,0.1742,0.6523,0.7092,-2.3249,-0.4499,-0.4497,1.8743,2.3626,-0.7642,-1.9909,1.4782,0.6369,-0.1851,1.4917
"PA14_40160",0.9841,0.9563,-0.9752,-0.0591,-1.932,-0.2011,-2.0243,-0.3589,-0.1851,-0.7278,-2.8878,-1.2618,-0.5927,-1.9536,-1.9605,-3.0332
"PA14_40170",0.606,-0.1735,-0.204,0.1592,-0.05,-0.0224,-1.4644,-0.7465,-1.1409,-1.5637,-1.8492,-1.2701,-1.6254,-1.7762,-2.2327,-2.2187
"PA14_40180",3.1858,0.533,-0.8681,-0.2644,0.851,-0.8042,0.4849,-1.7954,3.3818,1.0514,-1.1922,0.3391,2.1666,0.0059,2.2201,-0.4854
"PA14_40200",2.5249,-0.5483,-1.3466,-0.4533,1.2284,0.9054,0.2326,-1.5468,2.6736,0.903,-0.1585,2.486,2.8708,2.294,0.4358,2.9327
"PA14_40210",0.068,0.0836,0.2619,0.023,-0.8922,0.3312,-1.1677,0.2581,-0.5195,0.1222,-0.6412,-0.2915,0.0346,-0.83,0.3623,0.3591
"PA14_40220",-0.6533,-0.6747,-0.028,-0.255,-0.9679,-1.2441,-3.3317,-1.1959,-1.7322,-2.0823,-1.9748,-0.0274,-0.046,1.8176,-1.978,0.2624
"PA14_40230",0.6508,0.0685,0.0439,-1.1799,0.2073,0.266,-0.133,-0.9129,0.7458,-0.0842,0.5685,0.8904,0.723,0.5771,0.5655,2.2429
"PA14_40240",1.048,0.453,-0.0894,-0.2248,0.7197,0.2037,0.2728,0.6909,1.117,0.19,0.7673,0.4415,2.0006,1.2879,0.3898,1.8147
"PA14_40250",2.1758,0.6709,-0.7344,-0.1596,1.14,0.5299,-0.5048,0.643,2.1624,0.4382,0.3673,0.8506,1.7769,1.9889,0.0945,1.8333
"PA14_40260",1.1641,-0.076,0.4841,-1.3438,0.1354,-0.3818,-0.4589,-1.4483,1.3167,0.4627,0.101,0.3545,1.8882,1.2395,-0.1487,2.3875
"PA14_40270",1.2447,-0.3246,0.9141,-0.739,0.5444,-1.1705,1.8526,1.2704,1.2115,0.5249,1.267,1.9514,0.7147,0.6442,1.63,3.0348
"PA14_40280",-0.2258,0.4046,-0.3152,-1.7734,1.1376,-1.9766,-1.166,-0.8638,-0.4757,-0.1987,-0.6919,-0.3352,1.7729,-0.1702,1.1135,-0.1771
"PA14_40290",-0.7124,0.7556,-0.2724,0.7755,-1.0902,-1.6286,0.7573,0.7047,-0.6841,-0.2034,0.3274,0.6493,0.6011,0.6761,2.144,0.9974
"PA14_40300",-1.054,-0.0941,-0.243,0.1219,-0.6485,-0.5956,-0.3032,-0.0623,0.2261,-0.0856,-0.4713,-0.1595,-0.0897,0.1405,0.2746,-0.2646
"PA14_40310",-0.9355,-0.2557,-1.9771,0.8413,-1.7749,-1.1892,-2.2444,-1.4829,-0.9148,-1.3821,-0.6664,-1.5376,-0.1412,-0.0952,0.8769,-0.8013
"PA14_40320",0.7934,0.0364,-0.239,-0.1944,0.6853,-0.5182,-0.5646,0.346,1.151,0.2423,-0.2236,1.7494,0.6832,2.0151,-0.5094,2.8484
"PA14_40330",1.4891,-1.0338,0.1219,-0.3555,0.8284,0.9356,1.0789,-0.5345,-0.0673,-0.4091,0.284,-0.3728,0.147,-1.5992,-0.9472,2.1094
"PA14_40340",-0.4073,-0.4098,-0.1689,-0.2099,0.6069,0.1137,1.1066,-0.2861,-0.2524,0.2238,0.3824,0.44,0.3938,1.0213,-0.4906,-0.6174
"PA14_40350",0.1982,0.2208,-1.6267,1.1342,1.816,1.8776,2.281,2.717,4.9774,4.5476,2.8803,4.519,4.1576,4.7797,1.9954,5.2049
"PA14_40370",0.5481,-0.822,0.3805,-0.7646,1.9401,1.2899,0.193,-0.668,3.3497,2.4498,1.3829,1.224,4.0781,2.4247,2.2841,1.3479
"PA14_40380",2.0992,0.1867,0.1085,-0.716,3.2191,1.8001,0.8267,2.2364,5.2332,4.4456,3.0928,3.3633,5.9319,3.9975,4.2322,3.6327
"PA14_40390",0.2153,0.6147,1.0615,0.2057,1.0883,0.866,0.3662,2.0781,1.433,2.827,2.5007,3.724,1.9061,2.8418,1.4313,2.8479
"PA14_40410",0.3914,-0.4248,1.1377,-0.5039,0.6575,0.3796,0.0359,1.1765,0.3237,0.5951,0.852,1.5469,-1.7577,0.0721,0.4024,-0.7416
"PA14_40420",0.177,0.7637,0.2861,0.4121,-1.1779,-0.941,-0.1225,0.7209,-1.0162,-1.3295,-1.4778,-0.8628,-2.3344,-2.4518,-3.4011,-0.9004
"PA14_40430",0.7957,2.172,-0.129,-0.3084,0.3519,1.4716,-2.2093,-0.9631,2.3254,0.8313,0.5837,1.3063,1.325,1.2169,1.0914,0.8541
"PA14_40440",0.5474,-0.4323,-1.4959,-0.4708,1.1652,1.1192,-2.4446,-0.9728,2.0499,-0.33,1.235,1.2328,0.9857,1.0186,-0.5511,2.216
"PA14_40450",1.1826,1.2132,0.2087,-0.127,0.0057,-0.1674,2.0287,-3.2959,2.271,-0.6764,0.5178,-0.6575,0.6067,0.8422,0.0923,1.52
"PA14_40470",0.6312,0.44,0.1086,-1.0054,-0.7303,-2.0794,-0.0565,1.6051,-0.2954,-1.3782,1.5089,0.4376,-1.7859,-2.6749,0.0393,3.1503
"PA14_40490",-1.1762,-0.3516,1.133,0.339,-1.4911,-3.0098,-1.346,-1.6642,0.8298,1.9052,1.1361,0.9938,-0.2879,-2.2103,0.3504,-1.0254
"PA14_40510",1.1031,-0.1457,0.594,-0.8558,-0.8209,-0.4544,-1.1731,-0.0157,0.3664,-0.5888,0.1838,-0.5787,1.3935,-0.6246,-0.3837,-0.5508
"PA14_40520",0.6199,-0.3902,0.2166,-0.6411,1.2382,0.3117,1.1302,-0.393,1.8795,0.7279,0.0027,-1.1912,0.3596,0.6308,-0.6075,-0.43
"PA14_40540",0.7051,0.1024,0.5596,-0.1018,-0.0085,0.4034,0.5238,0.6838,0.8895,0.0635,0.0802,1.1672,1.2416,0.4311,-0.0989,1.7948
"PA14_40550",1.1376,-0.2637,0.2078,-0.979,0.6126,-0.5503,-1.9188,-3.0789,-0.4561,-2.2745,-1.3861,-2.2683,-0.6899,-0.9531,-3.0383,-3.471
"PA14_40560",-1.4843,0.471,-0.4551,0.5383,-2.1776,-1.7204,-1.3392,-0.3837,-2.3109,-1.3573,-0.3371,-0.4596,-1.7488,-1.0971,-0.2877,-0.5775
"PA14_40570",1.08,1.0701,0.1088,0.5299,2.731,1.4149,0.8727,2.1612,3.8827,3.4024,2.3099,2.7089,3.9342,3.3977,2.0027,1.8666
"PA14_40600",0.071,1.2663,0.1484,0.1189,-1.1682,-2.0485,-0.1424,-1.5266,0.6035,-0.1242,-0.136,0.1269,-0.4864,-0.7349,-0.2601,-0.3427
"PA14_40610",0.0406,0.6777,0.6248,-0.0237,-0.3253,0.162,0.8659,0.6019,0.3937,0.0192,-0.0505,0.6769,0.4303,0.1975,0.0347,1.5129
"PA14_40620",-0.4851,0.6029,-0.6449,-0.0675,-1.3056,-0.7396,-1.2957,0.6851,1.5412,1.5896,0.0347,1.2892,-1.0198,-0.4224,-0.3556,0.6582
"PA14_40630",-0.518,-0.1589,-0.536,1.3,-1.9873,-0.829,-1.7851,-0.002,-3.0254,-1.3077,-0.9606,-0.7967,-1.2129,-1.1203,-0.8357,-1.0789
"PA14_40640",-0.8073,0.4196,0.1914,-0.2236,-3.129,-3.9247,-1.5131,-1.4482,-2.9014,-2.4748,-2.041,-3.3698,-0.1937,-1.2796,-2.3375,-1.6022
"PA14_40650",0.4245,-0.084,-0.3492,0.1665,-0.1961,1.4247,-0.4388,0.3542,1.6969,2.3148,1.1239,0.7325,1.1145,0.6738,0.4025,1.4379
"PA14_40660",-0.5352,0.327,-0.3004,-0.6959,-0.6662,0.8061,2.7038,1.3878,3.6885,4.9146,2.9946,4.1097,1.7592,3.4947,-0.5297,4.572
"PA14_40670",-0.8367,0.4146,-1.0137,0.6358,2.1824,0.9765,1.5753,1.3344,-1.3335,-0.9711,-1.3343,-1.5956,-1.2671,-0.6339,-0.7597,-0.4799
"PA14_40690",0.1853,0.6313,-0.6015,0.4099,0.1491,0.5372,0.0724,-0.3629,-0.683,-1.0834,-0.4677,-0.3379,-1.0393,-1.1175,-0.2095,0.0156
"PA14_40700",0.2376,0.9029,-0.3075,0.7046,-2.9016,-4.2464,-2.1378,0.2095,-8.415,-7.1497,-5.46,-5.4753,-7.2405,-8.7406,-5.3166,-5.3885
"PA14_40710",0.0644,0.1063,-0.0401,-0.1697,0.2058,-0.8971,-0.3153,-0.4212,-1.2165,-1.3853,-0.8259,-0.856,-1.7874,-1.157,-0.6487,-0.9366
"PA14_40730",1.0123,-0.11,0.3724,-0.2933,0.1133,-0.53,-1.2391,-0.1356,1.7218,-0.0736,-1.1948,-0.8101,0.2627,-0.8853,-1.6584,-0.3441
"PA14_40740",0.8406,-0.0808,-0.1507,-0.6966,0.9697,0.6376,-0.0882,0.4489,0.9479,0.8157,0.4551,0.664,1.0553,0.8533,1.1527,0.6081
"PA14_40750",0.656,-0.2246,-0.3379,-1.6055,0.5378,0.3893,0.2579,-1.56,1.7217,1.0297,0.451,-0.6957,1.6841,0.7519,1.0006,-0.7017
"PA14_40770",0.3614,0.2921,-0.0552,0.2279,-0.9073,-0.7368,0.3743,1.0897,-1.2615,0.0041,1.3365,0.8491,-1.2889,1.4393,3.4357,3.7385
"PA14_40780",-0.7962,-0.2422,2.0962,0.2186,-1.6551,-0.3088,-1.2082,0.5042,-1.9043,-0.3092,-0.9167,0.7984,-1.7076,-0.9047,-0.1975,0.4091
"PA14_40790",0.6681,0.7664,1.7008,0.5509,-0.1895,1.3149,-1.466,-1.7784,1.0656,0.8026,-0.7057,0.6929,1.4641,1.764,-0.0433,2.6115
"PA14_40800",0.5531,-0.3597,0.4387,-1.1924,-0.6712,-0.2891,0.1983,-0.1537,1.2348,0.2684,-0.4879,-1.4249,1.5931,-0.2585,0.3259,0.897
"PA14_40820",-0.4506,-0.1674,-0.3231,0.0293,0.7307,-0.0895,1.2006,0.5596,0.9015,0.1898,0.1317,0.609,0.6946,1.021,-0.3408,1.1475
"PA14_40830",-0.1739,0.3873,0.7532,-0.2942,1.2448,0.8958,0.3705,1.302,0.5807,0.4477,1.0561,0.6843,1.2019,0.5814,0.5237,1.123
"PA14_40840",0.5406,-0.3394,-0.4895,-1.0148,-0.9639,0.0726,1.0874,-0.3465,0.5242,0.165,0.2647,-1.3044,0.5557,1.1865,0.574,-0.4896
"PA14_40850",0.3677,-0.5093,-0.5541,-0.2889,1.7627,1.1277,1.9718,2.0549,1.879,2.7555,2.8185,4.1838,2.1801,3.0375,3.9124,3.1568
"PA14_40860",-1.385,0.6647,-0.0879,1.1374,-1.4728,-1.3024,-0.9807,-0.375,-0.2828,0.4447,0.5952,1.1725,0.9718,1.898,1.6022,1.0589
"PA14_40880",0.6341,0.9367,0.6843,0.783,1.5879,-0.0249,1.5912,0.2429,2.7205,1.3927,0.5488,0.3441,3.6404,1.3818,1.2981,2.535
"PA14_40890",-0.6107,0.6967,-0.4271,0.2363,-1.1659,0.6694,0.2551,0.1838,-0.1151,0.587,0.1101,-0.0096,0.6168,0.9695,0.5428,0.9126
"PA14_40900",1.0443,1.0736,-2.1631,-1.3788,1.3915,1.6435,2.8869,-0.5885,2.6887,0.7603,1.2386,0.6224,-1.4861,3.1235,2.1384,4.1333
"PA14_40910",0.4569,0.2341,0.0793,-1.0427,0.1735,0.1512,0.1147,-0.0633,1.0234,1.3322,0.2011,0.1966,1.1164,0.9504,0.919,0.209
"PA14_40930",1.0871,1.0761,0.2308,-0.1117,-0.3038,-0.6777,-0.2003,1.403,-0.5911,0.1213,-1.2134,-1.4466,-0.1769,0.1743,-0.9893,-1.894
"PA14_40940",-1.942,0.357,-0.5557,0.8518,-2.7677,-2.5584,0.7674,-0.1778,-2.3085,-6.0991,-3.8476,-1.9778,-3.729,-6.5853,-4.443,-3.263
"PA14_40950",0.5322,-0.6709,0.1477,-1.3591,-1.6453,-1.5527,-0.5083,-1.6944,-1.6145,-1.9217,-1.6055,-1.0129,-0.8996,-0.9627,-1.2108,-1.4282
"PA14_40960",0.8136,-0.0079,-0.1838,-0.574,-0.6105,-1.1817,-1.2098,-0.4823,-3.2059,-2.2872,-2.1073,-2.4492,-1.3976,-1.6233,-1.8946,-2.7211
"PA14_40980",-0.5283,-0.3122,-0.3017,0.0764,-0.2357,-0.5691,0.5379,-2.3114,-3.9077,-1.5344,-1.9381,-3.5067,-2.2,-1.5673,-0.5728,-1.9455
"PA14_41000",0.1762,-0.45,-0.8859,-0.7158,1.2059,-1.1001,-1.9741,0.3719,0.3791,0.931,0.5948,0.1928,1.9133,2.0526,0.9367,0.3536
"PA14_41010",0.7454,0.3592,-0.6693,-0.6816,-1.6212,-0.3703,-1.1741,-2.3073,0.1314,-0.1914,-0.7201,-1.0004,-1.5553,-1.9317,-0.4855,-2.6876
"PA14_41020",1.0373,-0.3949,0.1601,-1.2488,1.956,0.7051,-1.1376,-0.3872,1.0824,0.594,-0.5684,-1.1649,1.9979,0.8656,0.1918,-1.2268
"PA14_41030",0.7419,-1.0638,0.4988,-0.5093,1.2716,1.0741,0.5673,-0.871,1.9138,1.65,0.1088,-0.7797,3.0259,1.7563,-0.1751,0.4331
"PA14_41050",-1.4494,0.3078,-0.5844,0.6287,-2.4191,-1.4231,-0.8257,1.0799,-2.1276,-1.4439,-1.5906,-1.1136,-2.5792,-2.7157,-2.6648,-0.5802
"PA14_41060",-0.8363,-0.3022,-0.6179,1.0242,-0.1342,-0.7612,-0.1023,2.351,-1.9127,-0.8244,-1.0428,-1.3831,-2.1886,-1.9891,-0.2449,-1.7976
"PA14_41070",-0.3365,0.2071,-0.8116,0.7218,0.9201,0.9803,1.6536,-0.5255,0.6685,0.6011,0.5499,-0.1177,0.9327,0.8937,-0.5129,-2.1835
"PA14_41080",-1.3216,0.3268,0.5314,0.724,-0.7885,0.7771,-0.5256,0.8341,-2.0389,-0.1964,0.8509,-0.7789,-1.0898,-2.2611,-0.9686,-0.4129
"PA14_41090",-0.5879,-0.4105,0.6459,0.9916,-3.0352,-2.1385,-1.086,-1.4311,-3.0239,-2.7744,-1.4645,-1.4461,-1.9057,-1.7489,-1.4101,-2.1102
"PA14_41110",0.4134,-0.0915,-0.997,0.1354,0.3288,0.3974,1.6069,0.7862,-0.2356,1.0202,1.4073,1.1971,1.1881,0.9412,0.9924,1.9851
"PA14_41130",-1.6486,0.1405,-0.5456,0.6728,-2.1966,-1.6308,-0.8907,-0.4817,-2.3144,-2.4354,-1.4929,-1.736,-2.5643,-1.7694,-1.6272,-1.7259
"PA14_41140",-0.6579,0.7917,0.209,0.915,-1.571,0.5333,0.8954,0.7732,-0.7271,0.4075,0.2053,0.4587,0.3026,0.722,1.4349,1.629
"PA14_41150",-0.5219,0.722,-0.8134,0.3773,-1.0917,0.9774,0.8721,1.2803,-0.3334,0.5163,1.3934,2.3052,1.2526,1.2535,1.1733,1.2365
"PA14_41160",-0.4567,0.5773,-0.1104,0.6874,-0.1996,0.3698,1.1401,0.335,1.0865,0.8011,0.9895,-0.0713,0.3196,0.9785,0.0771,0.495
"PA14_41170",-0.6674,0.1812,-0.9893,1.2943,0.4442,1.6588,1.7961,1.9781,1.125,0.9927,2.3397,2.4312,1.3893,1.8277,2.9139,2.3432
"PA14_41190",-0.9536,-0.6442,-0.2964,1.007,-3.9532,-2.9058,-2.7643,-1.5155,-5.1215,-4.5782,-4.0698,-3.7552,-5.1502,-4.6865,-4.1274,-4.27
"PA14_41210",-1.4973,0.4442,-0.7834,-0.2465,-3.5942,-2.8307,-3.5014,-1.3763,-1.454,-1.2212,-1.2378,-2.2435,0.209,-0.4713,0.418,-2.2007
"PA14_41220",-1.9958,-0.2613,0.1922,0.8543,-5.795,-3.5511,-3.1366,-1.4036,-9.4652,-6.0391,-5.975,-6.0798,-8.3245,-6.3953,-5.1268,-6.227
"PA14_41230",1.0642,-0.8821,0.0095,-1.1629,-0.1734,-1.0736,-1.841,-2.8938,-1.2716,-1.3945,-1.93,-3.6644,-1.0375,-1.44,-1.8611,-4.8592
"PA14_41240",-1.3813,-0.1753,-0.2968,0.4357,-2.2273,-1.2028,-1.1231,0.0352,-3.8875,-2.7032,-1.6146,-1.1019,-3.7069,-2.9002,-0.7648,-1.6273
"PA14_41250",0.46,0.4406,1.2478,-0.238,-2.9312,-3.6323,-6.3485,-5.2385,-4.1067,-7.7488,-7.2489,-7.902,-2.5681,-5.147,-3.9043,-6.9552
"PA14_41260",0.9651,0.362,0.1378,-0.1864,0.7686,0.5939,1.1823,0.4613,0.5192,0.3149,0.3371,-0.3465,1.3157,0.6995,0.9156,-0.2068
"PA14_41270",-0.0196,0.7576,-0.4393,-0.5834,-3.0984,-1.8294,-1.2869,-1.3518,-2.7082,-2.1065,-1.1496,-0.6613,-2.2833,-1.9381,-2.4172,-1.3453
"PA14_41280",0.6836,0.3183,-1.2565,0.3759,-0.4207,-1.0951,-0.93,0.8782,9.5019,6.7025,7.1382,3.088,12.9411,8.2918,4.8063,2.8551
"PA14_41290",-0.7465,-0.3847,-1.8522,0.1279,-0.9967,0.2187,0.0893,0.4374,3.6058,3.8431,4.6456,3.1871,7.1163,5.2066,2.7022,1.9312
"PA14_41300",-0.397,0.0739,-2.1641,-0.4586,-4.145,-3.4122,-2.0065,-0.6972,-0.3524,-1.1477,-1.5862,-2.5039,-1.8377,-0.9853,-1.5725,-2.9296
"PA14_41350",0.6443,-0.3496,1.4789,-0.6002,0.0402,-2.207,-1.0225,0.2728,-0.6928,-1.3245,-2.131,-1.3978,0.0586,-0.537,-0.2838,-1.4695
"PA14_41360",0.5611,-0.5561,0.4803,0.3728,0.5958,-1.544,-1.5293,-1.7158,-0.955,-1.1467,-2.0536,-2.4126,-0.831,-0.5441,-1.5218,-1.4906
"PA14_41380",0.0774,-0.5916,0.6681,-0.2221,0.4512,-0.0645,-0.7171,0.1929,-0.0571,-0.5622,-1.0282,-0.9918,0.0069,-0.5542,-0.087,-0.0817
"PA14_41390",-0.2868,0.0279,0.5751,0.4402,-0.7142,-0.0617,-0.1514,0.8286,-0.4813,-0.3911,0.8781,0.9967,1.6543,2.355,2.1459,1.1676
"PA14_41400",0.0702,0.4066,1.4294,-0.2596,0.2726,-0.3869,-1.3435,-0.6883,-0.7201,-1.9425,-2.102,-0.2407,-1.2815,-0.3528,-0.7404,-2.0678
"PA14_41420",-0.2397,-0.5273,0.5595,0.642,-0.682,-1.6688,-0.0402,-1.0052,-0.7991,-0.9341,-1.6975,-1.6812,0.494,-1.2073,-0.1146,0.7218
"PA14_41430",-0.3835,0.5082,0.3516,-0.0852,-1.0351,0.4335,-0.6645,-0.2177,-3.5236,-1.269,-4.04,-1.4272,-3.2472,-0.6692,-1.7709,-0.705
"PA14_41440",1.5585,-0.2431,0.0464,-0.916,3.7849,2.8323,1.9594,1.5855,4.4373,3.601,3.0278,2.9494,5.0838,3.8992,3.7231,2.6973
"PA14_41450",0.7475,-0.4457,0.1118,-0.037,-1.0522,-1.9831,-0.5918,-0.198,0.2191,-1.0371,-0.6928,-1.1965,0.8132,-0.954,-0.0932,-0.3146
"PA14_41470",-0.7225,0.7053,-0.1012,2.1572,-1.2102,-2.0219,-2.2549,0.3682,-4.8941,-4.4705,-2.8643,0.2658,-3.5851,-2.2448,-1.2348,0.9911
"PA14_41480",0.7285,0.3556,-2.4645,0.9376,-2.7002,0.2546,-0.465,1.1448,-0.7947,-2.9193,1.0273,2.1839,0.5525,-1.0196,-1.3082,4.7238
"PA14_41490",-0.8133,-0.4948,-0.234,0.4638,-1.8143,-0.665,-0.5016,1.421,-0.6737,-0.5688,-0.2453,0.9221,0.557,-0.2885,-0.5259,2.1314
"PA14_41500",0.673,-0.4978,0.3343,-1.0838,1.6712,0.8967,0.1541,-0.9257,1.7781,1.1518,0.681,-0.4405,2.4574,1.6451,0.743,0.4888
"PA14_41510",0.6612,-0.6414,-0.1187,-0.8101,0.4419,-1.1341,1.8414,1.5168,1.8072,1.2914,1.2295,1.2334,2.2275,1.316,-0.716,3.014
"PA14_41520",0.7513,0.488,0.2905,-0.1684,-0.1651,0.3356,-0.0394,1.0124,1.7886,1.053,1.5795,1.0946,1.2522,1.0979,-0.0242,2.0126
"PA14_41530",1.8551,0.2853,0.2767,1.2533,1.9958,1.6743,1.2531,0.8227,3.4877,2.4018,1.3001,3.402,2.0368,2.6127,2.9921,4.5569
"PA14_41540",0.8634,-0.7917,-0.881,-1.0865,0.1551,0.9685,-0.1048,-1.055,0.4879,0.9767,1.9316,2.5869,0.1085,1.1478,0.359,1.2327
"PA14_41560",0.8863,-1.8149,1.4714,-0.0266,-0.7689,-0.4717,0.8921,-0.4771,4.9711,1.6498,1.6275,5.1589,2.7711,1.977,0.6095,6.2144
"PA14_41563",-0.5622,0.0704,-0.0587,0.6617,-1.2246,-1.5867,-2.4408,-0.2492,-0.1134,-0.6454,-1.0837,-0.7475,-0.4462,-1.3695,-0.9788,0.628
"PA14_41570",-0.9245,-0.0769,0.5152,0.421,-0.8208,-1.2321,-1.5841,-0.2851,-0.5887,0.9826,0.3801,-0.3894,-0.2812,0.2991,0.6133,-1.0326
"PA14_41575",0.3694,-0.9805,-0.0156,-0.6077,0.0177,-1.7617,-1.3254,-2.7998,0.3491,0.6159,-0.3015,-3.2511,1.3299,0.6805,1.0282,-2.4385
"PA14_41590",-0.885,-1.1161,0.2879,0.1313,-6.8408,-5.5225,-6.4299,-6.5457,-10.5378,-11.0509,-9.6626,-9.7782,-12.1639,-10.6446,-8.126,-10.6814
"PA14_41610",-1.4595,0.4042,-0.742,0.0882,-2.876,-2.4752,-1.8698,-2.0175,-3.6006,-2.3521,-2.1454,-1.3364,-1.9083,-2.9519,-0.999,-1.4792
"PA14_41630",0.6597,0.452,-0.3197,-0.2997,-1.5979,-0.1499,-0.064,0.0971,1.6199,2.604,2.5419,-0.8866,0.7323,-0.4288,1.0796,0.3039
"PA14_41640",-0.0271,0.9615,-1.8378,0.12,-2.1235,-0.3257,-1.5506,-0.1094,-0.5265,-0.4101,-0.5829,-0.9662,1.3842,-0.301,0.7306,-1.4723
"PA14_41650",0.0691,0.3442,-0.3944,0.6029,-2.2186,-2.7665,-0.958,-2.1781,-2.0135,-2.9397,-1.8332,-2.5532,-3.6273,-3.8197,-2.4197,-1.3902
"PA14_41670",1.2078,0.2389,0.6469,-0.7783,1.5459,-1.0597,-0.9816,-1.4181,0.445,-1.0181,-1.6288,-3.8098,0.3884,-0.5448,-0.9979,-2.6717
"PA14_41680",-0.9607,-0.3576,0.8128,0.2949,1.5366,-0.1873,-2.1877,-0.9108,-0.8729,-0.1712,-0.2528,1.939,3.0963,1.6937,2.0757,1.09
"PA14_41690",-0.3322,0.1386,0.3129,0.3442,-1.12,-0.7729,-0.7093,-0.0414,-2.0046,-1.5034,-0.9018,-0.6509,-0.7411,-0.5657,0.4702,-0.3579
"PA14_41710",-0.6669,-0.5438,0.0917,0.1281,-4.775,-4.28,-3.4488,-4.1445,-6.7013,-7.0078,-6.0117,-7.0012,-4.5253,-5.3607,-6.0941,-6.9941
"PA14_41730",-0.8272,-0.2635,0.3346,0.045,-4.9047,-8.8688,-11.0829,-9.5257,-6.7044,-9.7462,-10.1216,-11.4341,-6.0924,-9.0058,-9.8521,-12.3891
"PA14_41740",1.6587,-0.1265,0.0634,-1.2817,-0.6059,-0.1134,0.4063,0.151,0.8084,0.5008,0.0453,-0.2119,1.2548,0.8654,-0.0934,1.485
"PA14_41750",0.7741,-0.0489,-0.4657,-0.1903,0.2465,-0.7779,-0.3342,1.2669,0.3408,0.7665,0.741,-0.5931,0.9419,0.2563,0.2756,0.7567
"PA14_41760",-0.0071,0.2737,0.6313,-0.3643,1.8043,0.6539,0.0447,1.1722,0.7557,0.1359,0.7258,0.7148,0.5481,1.6099,1.6118,2.0159
"PA14_41780",0.1763,-0.4388,1.3948,-0.3799,-0.1991,0.1177,-2.1157,0.1514,-0.216,0.2753,-0.2326,-0.0295,1.0567,1.4978,0.7867,1.3444
"PA14_41790",1.0102,-1.881,-0.4723,-0.6827,0.9465,1.9085,1.7212,-0.4023,0.5044,-0.5208,0.1782,-2.0611,0.8335,0.5358,-0.4597,-0.3581
